Model,N_features,CV_RMSE,CV_MAE,CV_R2,Test_RMSE,Test_MAE,Test_R2
XGBoost,61,29888.0,22725.0,0.388,25662.0,19127.0,0.4495
XGBoost,62,29924.0,22832.0,0.3871,25421.0,19294.0,0.4598
XGBoost,63,29784.0,22597.0,0.3926,25437.0,19099.0,0.4591
XGBoost,64,29827.0,22731.0,0.3907,25710.0,19365.0,0.4474
XGBoost,65,29859.0,22638.0,0.3895,25464.0,19208.0,0.4579
XGBoost,66,29785.0,22591.0,0.3927,25327.0,18816.0,0.4637
XGBoost,67,29719.0,22624.0,0.3952,25313.0,18900.0,0.4644
XGBoost,68,29912.0,22830.0,0.3875,25295.0,19044.0,0.4651
XGBoost,69,29951.0,22808.0,0.3857,25207.0,18837.0,0.4688
XGBoost,70,30013.0,22797.0,0.3833,25329.0,18833.0,0.4637
XGBoost,71,29860.0,22732.0,0.3896,25319.0,18848.0,0.4641
XGBoost,72,29939.0,22859.0,0.3865,25392.0,19044.0,0.461
XGBoost,73,29916.0,22725.0,0.3872,25491.0,19169.0,0.4568
XGBoost,74,30012.0,22748.0,0.3835,24937.0,18752.0,0.4801
XGBoost,75,29858.0,22770.0,0.3893,25383.0,18932.0,0.4614
XGBoost,76,30083.0,22923.0,0.3805,25316.0,19157.0,0.4642
XGBoost,77,29857.0,22845.0,0.3898,25208.0,18721.0,0.4688
XGBoost,78,29759.0,22591.0,0.3941,25643.0,18988.0,0.4503
XGBoost,79,29801.0,22624.0,0.3922,25276.0,18943.0,0.4659
XGBoost,80,29782.0,22738.0,0.3923,25462.0,18936.0,0.458
XGBoost,81,29706.0,22606.0,0.3961,24593.0,18265.0,0.4944
XGBoost,82,29614.0,22646.0,0.3995,25021.0,18818.0,0.4766
XGBoost,83,29770.0,22705.0,0.3933,25142.0,18750.0,0.4716
XGBoost,84,29851.0,22701.0,0.3898,25038.0,18616.0,0.4759
XGBoost,85,29525.0,22501.0,0.4032,25385.0,18906.0,0.4613
XGBoost,86,29580.0,22485.0,0.401,25173.0,18941.0,0.4702
XGBoost,87,29757.0,22707.0,0.3941,25001.0,18706.0,0.4774
XGBoost,88,29694.0,22536.0,0.3965,25113.0,18916.0,0.4728
XGBoost,89,29559.0,22500.0,0.4019,25513.0,19015.0,0.4558
XGBoost,90,29572.0,22485.0,0.4009,25085.0,18839.0,0.474
XGBoost,91,29625.0,22614.0,0.3988,24891.0,18681.0,0.482
XGBoost,92,29605.0,22573.0,0.4,24847.0,18586.0,0.4839
XGBoost,93,29707.0,22672.0,0.3959,25020.0,18705.0,0.4767
XGBoost,94,29740.0,22660.0,0.3945,24875.0,18526.0,0.4827
XGBoost,95,29541.0,22461.0,0.4023,25056.0,18735.0,0.4752
XGBoost,96,29398.0,22486.0,0.4079,24481.0,18302.0,0.499
XGBoost,97,29442.0,22463.0,0.4061,24358.0,18137.0,0.504
XGBoost,98,29408.0,22308.0,0.4076,24782.0,18574.0,0.4866
XGBoost,99,29505.0,22455.0,0.404,24771.0,18697.0,0.487
XGBoost,100,29477.0,22430.0,0.4053,25130.0,18866.0,0.4721
XGBoost,101,29694.0,22654.0,0.3968,24827.0,18689.0,0.4847
XGBoost,102,29441.0,22363.0,0.4062,25010.0,18492.0,0.4771
XGBoost,103,29502.0,22428.0,0.4042,24816.0,18614.0,0.4852
XGBoost,104,29669.0,22600.0,0.3978,24323.0,18209.0,0.5054
XGBoost,105,29607.0,22577.0,0.3998,24692.0,18619.0,0.4903
XGBoost,106,29459.0,22419.0,0.4058,24628.0,18261.0,0.4929
XGBoost,107,29436.0,22507.0,0.4068,24063.0,18045.0,0.5159
XGBoost,108,29474.0,22536.0,0.4055,24870.0,18404.0,0.4829
XGBoost,109,29434.0,22514.0,0.4066,24437.0,18211.0,0.5007
XGBoost,110,29530.0,22384.0,0.4026,24619.0,18389.0,0.4933
XGBoost,111,29496.0,22550.0,0.4043,24690.0,18384.0,0.4904
XGBoost,112,29501.0,22374.0,0.404,24641.0,18468.0,0.4924
XGBoost,113,29468.0,22489.0,0.4054,24731.0,18487.0,0.4887
XGBoost,114,29559.0,22515.0,0.4019,24743.0,18648.0,0.4882
XGBoost,115,29522.0,22592.0,0.4027,24412.0,18276.0,0.5018
XGBoost,116,29586.0,22543.0,0.4008,24440.0,18188.0,0.5007
XGBoost,117,29505.0,22545.0,0.4031,24626.0,18346.0,0.493
XGBoost,118,29555.0,22515.0,0.4022,24560.0,18269.0,0.4957
XGBoost,119,29452.0,22338.0,0.4056,24651.0,18388.0,0.492
XGBoost,120,29543.0,22585.0,0.4021,24806.0,18440.0,0.4856
XGBoost,121,29562.0,22447.0,0.4013,24448.0,18446.0,0.5003
XGBoost,122,29375.0,22390.0,0.4092,24374.0,18306.0,0.5033
XGBoost,123,29354.0,22409.0,0.4098,24754.0,18399.0,0.4877
XGBoost,124,29483.0,22377.0,0.4049,24238.0,18025.0,0.5088
XGBoost,125,29508.0,22514.0,0.4037,24674.0,18395.0,0.491
XGBoost,126,29531.0,22454.0,0.403,24645.0,18443.0,0.4922
XGBoost,127,29622.0,22540.0,0.3988,24478.0,18294.0,0.4991
XGBoost,128,29698.0,22690.0,0.3958,24769.0,18411.0,0.4871
XGBoost,129,29519.0,22584.0,0.4032,24609.0,18451.0,0.4937
XGBoost,130,29519.0,22478.0,0.4035,24369.0,18270.0,0.5035
XGBoost,131,29420.0,22399.0,0.4074,24620.0,18426.0,0.4932
XGBoost,132,29565.0,22612.0,0.4015,24114.0,18062.0,0.5139
XGBoost,133,29532.0,22518.0,0.4027,24534.0,18285.0,0.4968
XGBoost,134,29531.0,22379.0,0.4034,24621.0,18459.0,0.4932
XGBoost,135,29467.0,22424.0,0.4053,24849.0,18675.0,0.4838
XGBoost,136,29273.0,22418.0,0.4133,24576.0,18433.0,0.4951
XGBoost,137,29337.0,22284.0,0.4108,24469.0,18279.0,0.4995
XGBoost,138,29508.0,22501.0,0.4037,24328.0,18096.0,0.5052
XGBoost,139,29278.0,22312.0,0.4131,24449.0,18298.0,0.5003
XGBoost,140,29485.0,22368.0,0.405,24258.0,18229.0,0.508
ElasticNet,5,31188.0,23661.0,0.3345,27520.0,21063.0,0.3668
ElasticNet,6,30736.0,23187.0,0.3538,26772.0,20412.0,0.4008
ElasticNet,7,30476.0,23040.0,0.3647,26279.0,20245.0,0.4226
ElasticNet,8,30240.0,22861.0,0.3745,26163.0,20179.0,0.4277
ElasticNet,9,30249.0,22879.0,0.374,26089.0,20128.0,0.431
ElasticNet,10,30108.0,22765.0,0.38,25767.0,19949.0,0.4449
ElasticNet,11,30126.0,22773.0,0.3793,25773.0,19955.0,0.4447
ElasticNet,12,30510.0,22908.0,0.3636,25888.0,19931.0,0.4397
ElasticNet,13,30517.0,22908.0,0.3633,25876.0,19918.0,0.4402
ElasticNet,14,30499.0,22897.0,0.364,25846.0,19893.0,0.4416
ElasticNet,15,30494.0,22900.0,0.3642,25813.0,19880.0,0.443
ElasticNet,16,30377.0,22869.0,0.3688,25449.0,19531.0,0.4585
ElasticNet,17,30429.0,22890.0,0.3665,25428.0,19526.0,0.4595
ElasticNet,18,30426.0,22892.0,0.3667,25396.0,19495.0,0.4608
ElasticNet,19,30319.0,22807.0,0.3712,25267.0,19301.0,0.4663
ElasticNet,20,30309.0,22797.0,0.3715,25310.0,19362.0,0.4645
ElasticNet,21,30299.0,22804.0,0.3719,25248.0,19349.0,0.4671
ElasticNet,22,30304.0,22812.0,0.3717,25273.0,19376.0,0.466
ElasticNet,23,30308.0,22817.0,0.3716,25293.0,19380.0,0.4652
ElasticNet,24,30232.0,22795.0,0.3746,25178.0,19267.0,0.47
ElasticNet,25,30251.0,22813.0,0.3739,25166.0,19261.0,0.4705
ElasticNet,26,30112.0,22712.0,0.3795,24930.0,18990.0,0.4804
ElasticNet,27,30024.0,22681.0,0.3832,24821.0,18910.0,0.4849
ElasticNet,28,29987.0,22677.0,0.3847,24828.0,18907.0,0.4847
ElasticNet,29,29993.0,22685.0,0.3844,24820.0,18899.0,0.485
ElasticNet,30,30014.0,22701.0,0.3835,24787.0,18883.0,0.4864
ElasticNet,31,29961.0,22602.0,0.3858,24723.0,18778.0,0.489
ElasticNet,32,29961.0,22606.0,0.3858,24713.0,18775.0,0.4894
ElasticNet,33,29966.0,22609.0,0.3855,24713.0,18775.0,0.4894
ElasticNet,34,29971.0,22616.0,0.3854,24683.0,18765.0,0.4907
ElasticNet,35,29964.0,22613.0,0.3857,24715.0,18770.0,0.4893
ElasticNet,36,29970.0,22619.0,0.3854,24723.0,18767.0,0.489
ElasticNet,37,29986.0,22630.0,0.3848,24725.0,18768.0,0.4889
ElasticNet,38,30000.0,22630.0,0.3842,24686.0,18708.0,0.4905
ElasticNet,39,30018.0,22655.0,0.3835,24694.0,18703.0,0.4902
ElasticNet,40,30023.0,22656.0,0.3833,24682.0,18687.0,0.4907
ElasticNet,41,30039.0,22683.0,0.3826,24695.0,18703.0,0.4902
ElasticNet,42,30058.0,22699.0,0.3819,24711.0,18701.0,0.4895
ElasticNet,43,30067.0,22721.0,0.3815,24755.0,18736.0,0.4877
ElasticNet,44,30074.0,22712.0,0.3812,24776.0,18741.0,0.4868
ElasticNet,45,30078.0,22721.0,0.381,24725.0,18676.0,0.4889
ElasticNet,46,30012.0,22667.0,0.3837,24716.0,18651.0,0.4893
ElasticNet,47,30021.0,22674.0,0.3834,24713.0,18648.0,0.4894
ElasticNet,48,29985.0,22626.0,0.3848,24738.0,18719.0,0.4884
ElasticNet,49,29877.0,22575.0,0.3891,24872.0,18859.0,0.4828
ElasticNet,50,29877.0,22576.0,0.3891,24851.0,18851.0,0.4837
ElasticNet,51,29877.0,22585.0,0.3891,24884.0,18874.0,0.4823
ElasticNet,52,29882.0,22588.0,0.3889,24884.0,18873.0,0.4823
ElasticNet,53,29858.0,22559.0,0.3899,25024.0,19031.0,0.4765
ElasticNet,54,29859.0,22559.0,0.3899,25007.0,18998.0,0.4772
ElasticNet,55,29871.0,22568.0,0.3893,25004.0,18998.0,0.4773
ElasticNet,56,29864.0,22514.0,0.3896,24995.0,18974.0,0.4777
ElasticNet,57,29870.0,22517.0,0.3893,24981.0,18964.0,0.4783
ElasticNet,58,29882.0,22524.0,0.3888,24983.0,18964.0,0.4782
ElasticNet,59,29994.0,22654.0,0.384,25169.0,18997.0,0.4704
ElasticNet,60,30002.0,22665.0,0.3837,25171.0,19003.0,0.4703
ElasticNet,61,30018.0,22678.0,0.3831,25160.0,18995.0,0.4708
ElasticNet,62,30023.0,22705.0,0.3829,25152.0,18987.0,0.4711
ElasticNet,63,30021.0,22695.0,0.3829,25148.0,18985.0,0.4713
ElasticNet,64,30045.0,22717.0,0.3819,25170.0,18994.0,0.4703
ElasticNet,65,29996.0,22689.0,0.3839,25136.0,18931.0,0.4718
ElasticNet,66,30003.0,22700.0,0.3837,25135.0,18930.0,0.4718
ElasticNet,67,30009.0,22703.0,0.3834,25132.0,18930.0,0.472
ElasticNet,68,30019.0,22711.0,0.383,25131.0,18923.0,0.472
ElasticNet,69,30028.0,22721.0,0.3826,25136.0,18928.0,0.4718
ElasticNet,70,30054.0,22720.0,0.3816,25120.0,18907.0,0.4725
ElasticNet,71,30104.0,22757.0,0.3796,25161.0,18955.0,0.4707
ElasticNet,72,30103.0,22766.0,0.3796,25181.0,18962.0,0.4699
ElasticNet,73,30111.0,22770.0,0.3793,25179.0,18960.0,0.47
ElasticNet,74,30116.0,22774.0,0.3791,25172.0,18952.0,0.4703
ElasticNet,75,30126.0,22783.0,0.3787,25167.0,18939.0,0.4705
ElasticNet,76,30127.0,22777.0,0.3786,25151.0,18886.0,0.4711
ElasticNet,77,30127.0,22777.0,0.3786,25154.0,18888.0,0.471
ElasticNet,78,30130.0,22782.0,0.3785,25160.0,18901.0,0.4708
ElasticNet,79,30124.0,22782.0,0.3787,25213.0,18945.0,0.4686
ElasticNet,80,30111.0,22742.0,0.3793,25234.0,18958.0,0.4676
ElasticNet,81,30036.0,22715.0,0.3821,25229.0,18985.0,0.4679
ElasticNet,82,30051.0,22726.0,0.3815,25183.0,18995.0,0.4698
ElasticNet,83,30018.0,22690.0,0.3829,25185.0,19029.0,0.4697
ElasticNet,84,30018.0,22689.0,0.3829,25200.0,19035.0,0.4691
ElasticNet,85,30015.0,22689.0,0.383,25290.0,19123.0,0.4653
ElasticNet,86,30015.0,22666.0,0.383,25241.0,19089.0,0.4674
ElasticNet,87,30023.0,22674.0,0.3827,25236.0,19083.0,0.4676
ElasticNet,88,29992.0,22638.0,0.384,25264.0,19054.0,0.4664
ElasticNet,89,30016.0,22656.0,0.383,25263.0,19055.0,0.4664
ElasticNet,90,30007.0,22644.0,0.3833,25247.0,19058.0,0.4671
ElasticNet,91,30004.0,22641.0,0.3834,25249.0,19058.0,0.467
ElasticNet,92,30028.0,22647.0,0.3825,25263.0,19050.0,0.4665
ElasticNet,93,30036.0,22649.0,0.3822,25269.0,19051.0,0.4662
ElasticNet,94,30085.0,22726.0,0.3801,25633.0,19283.0,0.4507
ElasticNet,95,30039.0,22681.0,0.3817,25559.0,19344.0,0.4539
ElasticNet,96,30042.0,22683.0,0.3816,25566.0,19347.0,0.4536
ElasticNet,97,30046.0,22689.0,0.3814,25571.0,19353.0,0.4534
ElasticNet,98,30050.0,22694.0,0.3812,25568.0,19352.0,0.4535
ElasticNet,99,30099.0,22734.0,0.3793,25453.0,19282.0,0.4584
ElasticNet,100,30092.0,22734.0,0.3796,25414.0,19257.0,0.4601
ElasticNet,101,30095.0,22736.0,0.3795,25409.0,19258.0,0.4603
ElasticNet,102,30101.0,22739.0,0.3793,25393.0,19228.0,0.4609
ElasticNet,103,30062.0,22722.0,0.3808,25292.0,19129.0,0.4652
ElasticNet,104,30068.0,22725.0,0.3805,25279.0,19120.0,0.4658
ElasticNet,105,30082.0,22740.0,0.3799,25312.0,19194.0,0.4644
ElasticNet,106,30087.0,22740.0,0.3797,25316.0,19199.0,0.4642
ElasticNet,107,30089.0,22742.0,0.3796,25318.0,19185.0,0.4641
ElasticNet,108,30086.0,22742.0,0.3798,25333.0,19206.0,0.4635
ElasticNet,109,30093.0,22745.0,0.3795,25333.0,19206.0,0.4635
ElasticNet,110,30088.0,22747.0,0.3797,25269.0,19163.0,0.4662
ElasticNet,111,30099.0,22759.0,0.3792,25270.0,19166.0,0.4661
ElasticNet,112,30102.0,22764.0,0.3791,25260.0,19152.0,0.4666
ElasticNet,113,30089.0,22764.0,0.3797,25224.0,19137.0,0.4681
ElasticNet,114,30097.0,22769.0,0.3793,25223.0,19137.0,0.4681
ElasticNet,115,30082.0,22760.0,0.38,25250.0,19155.0,0.467
ElasticNet,116,30075.0,22742.0,0.3803,25238.0,19155.0,0.4675
ElasticNet,117,30095.0,22761.0,0.3795,25239.0,19149.0,0.4674
ElasticNet,118,30106.0,22775.0,0.379,25243.0,19158.0,0.4673
ElasticNet,119,30109.0,22776.0,0.3789,25244.0,19156.0,0.4673
ElasticNet,120,30111.0,22777.0,0.3788,25243.0,19154.0,0.4673
ElasticNet,121,30098.0,22788.0,0.3793,25309.0,19206.0,0.4645
ElasticNet,122,30158.0,22838.0,0.3768,25286.0,19189.0,0.4655
ElasticNet,123,30176.0,22854.0,0.3761,25289.0,19194.0,0.4653
ElasticNet,124,30179.0,22856.0,0.376,25294.0,19196.0,0.4651
ElasticNet,125,30179.0,22863.0,0.3759,25295.0,19186.0,0.4651
ElasticNet,126,30187.0,22871.0,0.3756,25294.0,19187.0,0.4651
ElasticNet,127,30197.0,22877.0,0.3752,25293.0,19187.0,0.4652
ElasticNet,128,30231.0,22905.0,0.3738,25317.0,19204.0,0.4642
ElasticNet,129,30184.0,22857.0,0.3758,25355.0,19188.0,0.4626
ElasticNet,130,30189.0,22857.0,0.3756,25353.0,19188.0,0.4627
ElasticNet,131,30205.0,22872.0,0.375,25359.0,19192.0,0.4624
ElasticNet,132,30220.0,22880.0,0.3744,25363.0,19214.0,0.4622
ElasticNet,133,30241.0,22901.0,0.3735,25363.0,19214.0,0.4622
ElasticNet,134,30236.0,22898.0,0.3737,25354.0,19218.0,0.4626
ElasticNet,135,30244.0,22900.0,0.3734,25353.0,19215.0,0.4626
ElasticNet,136,30254.0,22915.0,0.373,25364.0,19219.0,0.4622
ElasticNet,137,30263.0,22926.0,0.3727,25374.0,19243.0,0.4617
ElasticNet,138,30247.0,22903.0,0.3733,25348.0,19247.0,0.4629
ElasticNet,139,30227.0,22897.0,0.3742,25300.0,19219.0,0.4649
ElasticNet,140,30232.0,22897.0,0.374,25305.0,19222.0,0.4647
